place_id,business_name,phone,address,city,website,google_rating,google_review_count,business_status,apollo_matched,employee_count,founded_year,linkedin_url,contact_name,contact_title,contact_email,score_web_opportunity,score_size_opportunity,opportunity_score,source,date_scraped
ChIJS3USwC6zQIYR-UFf4iXTUKI,Chavez Brothers Roof Repair,(346) 810-6627,"16937 US-59, Humble, TX 77338, USA",,,4.8,112,OPERATIONAL,False,,,,,,,40,0.0,24.0,google_places,2026-08-28
ChIJFcDh0PzrQIYRICfbD2kM94s,Williams Brothers Roofing & Construction,(346) 810-6917,"5449 W Orem Dr, Houston, TX 77045, USA",,,4.9,132,OPERATIONAL,False,,,,,,,40,0.0,24.0,google_places,2026-08-28
ChIJR5H6Tb7pQIYRXnhVBCZVc-8,Chavez & Sons Roofing,(346) 810-6864,"2319 Texas Pkwy, Missouri City, TX 77489, USA",,,4.8,130,OPERATIONAL,False,,,,,,,40,0.0,24.0,google_places,2026-08-28
ChIJQWwf6KbHQIYRqQboNfyqB1g,Campos Roofing,(713) 352-8290,"3825 Pinemont Dr, Houston, TX 77018, USA",,https://www.camposroofing.com/?utm_campaign=gmb,4.4,19,OPERATIONAL,False,,,,,,,30,0.0,18.0,google_places,2026-08-28
ChIJy8W4pqM3R4YRT8Tn0fdmU18,Roof Installation The Woodlands,(936) 247-3217,"1600 Lake Robbins Dr, Spring, TX 77380, USA",,https://www.rebuildtx.com/,5,3,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJF1IiEm8xR4YRi_M8gvnsyts,Roofing The Woodlands TX,(346) 540-4717,"8708 Technology Forest Pl Ste 175 #3008, The Woodlands, TX 77381, USA",,https://roofingthewoodlandstx.com/,5,2,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJq6qqqjm_QIYROT0C0wlJAUA,Quality Commercial Roofing,(832) 352-7997,"8524 Hwy 6 N, Houston, TX 77095, USA",,https://qualitycommercialroofing.com/,4.3,61,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJbw4geWAJR4YROvUdUqq5TbU,Huntsville Roofing Strong,(936) 339-2407,"1527 Sam Houston Ave, Huntsville, TX 77340, USA",,https://huntsvillestrongroofers.com/,5,6,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJw4pk5UCos0wRWdyzoQiCD9c,Roof Repair Services of Kingwood,(346) 707-7628,"1515 Lakeville Dr Ste 200, Kingwood, TX 77339, USA",,https://roofrepair.day/kingwood-roof-repair/,5,2,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJJ6oMX1tfR4YRqXT9H_9tSeE,Near Me Roofing Texas,(346) 309-1690,"308 Belcher St C, Cleveland, TX 77327, USA",,https://nearmeroofingtexas.com/,5,9,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJHf-cdwC1OIYRVPciPE9N2oE,Rocky Roofers,(936) 256-1299,"105 Regal Ln, Liberty, TX 77575, USA",,https://rockyrooferstx.com/,5,5,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJ8Y9NTBPHQIYR1L2lPwrmZJs,Partner's Commercial Roofing,(713) 802-1111,"4425 FM 2351 Bldg C, Friendswood, TX 77546, USA",,https://www.partnersroofing.com/,5,3,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJpQ-v2yeZQIYRlIoY30KTTh8,BD Roofing & Contracting,(832) 597-9256,"4914 Spencer Hwy, Pasadena, TX 77505, USA",,http://bdroofingandcontracting.com/,4.4,35,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJn4HdPtehQIYRSF0xiHai4BI,"Durdin Roofing, LLC",(281) 709-8627,"1009 Center St, Deer Park, TX 77536, USA",,https://www.durdinroofing.com/,5,4,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJFfXEB5OfQIYRyrb__CYTKKA,Texas Precision Roofers,(713) 364-1031,"317 W San Augustine St, Deer Park, TX 77536, USA",,https://texasprecisionroofers.com/deer-park-precision-roofers/,5,1,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJVdAwbtifQIYRSkYFQCojwuM,JDC Roofing and Metal Buildings,(832) 915-1049,"121 E San Augustine St Suite 100, Deer Park, TX 77536, USA",,https://jdcroofs.com/,5,6,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJ3aw0FqXtQIYRi74Er0oBvoY,Roofing Solutions Enterprise LLC,(281) 932-4462,"6951 McHard Rd g1, Houston, TX 77053, USA",,https://roofingsolutionsenterprise.glossgenius.com/,5,4,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJLYSQ6lc13YAR_kdMyqqAaxQ,Houston Commercial Roofing and Construction,(832) 904-3575,"12222 Bissonnet St, Houston, TX 77099, USA",,https://houstoncommercialroofingconstruction.com/,5,9,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJDSgqR0vDQIYRHILqFo1qkhc,Stevan Buren Commercial Roofing Houston,(713) 609-9118,"6464 Savoy Dr #777, Houston, TX 77036, USA",,https://www.stevanburen.com/commercial/roofing-services/sharpstown-houton-tx,5,5,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJVVVFxU7BQIYRrhN8FmFuIMA,Longhorn Commercial Roofing,(713) 391-8444,"1 Riverway Dr, Houston, TX 77056, USA",,http://www.longhornconstruction.com/,5,1,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJmcArsm-GcgMRuoqJ5hZCC9I,CM Commercial Roofing,(281) 377-2929,"16526 Park Row Blvd, Houston, TX 77084, USA",,http://cmcommercialroofing.com/,5,1,OPERATIONAL,False,,,,,,,25,0.0,15.0,google_places,2026-08-28
ChIJ2clmvPNbP4YRBrr1N3JfmKQ,Roof Repair Services of The Woodlands,(979) 356-2824,"9391 Grogans Mill Rd, The Woodlands, TX 77380, USA",,https://roofrepair.day/the-woodlands-roof-repair/,4.6,11,OPERATIONAL,False,,,,,,,23,0.0,13.8,google_places,2026-08-28
ChIJJcM1jvpBQIYRVDTp357C_rQ,Brazos Commercial Roofing,(281) 414-5452,"440 Louisiana St, Houston, TX 77002, USA",,https://www.brazoscommercialroofing.com/,4.6,22,OPERATIONAL,False,,,,,,,23,0.0,13.8,google_places,2026-08-28
ChIJEZ7Dxn6_QIYR6gaK39kM4_M,Houston Commercial Roofing and Coatings,(281) 532-9037,"1404 Dart St, Houston, TX 77007, USA",,https://houstoncommercialroofingconstruction.com/,4.7,16,OPERATIONAL,False,,,,,,,23,0.0,13.8,google_places,2026-08-28
ChIJUc2mVvU3R4YRaSQpKPMXk-g,Achilles Roofing & Exterior,(832) 479-1115,"2002 Timberloch Pl Ste 200, The Woodlands, TX 77380, USA",,https://achillesroofinghouston.com/locations/the-woodlands-tx/?utm_source=google&utm_medium=organic&utm_campaign=gmb-woodlands,5,11,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJ9yA2x1A3R4YRufZzKRcT0ng,"Touchstone, LLC",(832) 827-7472,"9595 Six Pines Dr #8210, The Woodlands, TX 77380, USA",,https://www.touchstoneroofing.com/,5,11,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJG0qxV-8XR4YRGu2d6Cg7ChA,BlackStar Roofing,(832) 770-7663,"115 W Stewart St, Willis, TX 77378, USA",,https://www.blackstarroofingtx.com/,4.7,84,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJ23sKWgA5R4YRoJnHwHgMTZI,Conroe TX Roofing Company,(936) 265-0922,"200 S Frazier St, Conroe, TX 77301, USA",,https://www.conroetxroofingcompany.com/,5,10,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJvbOqgTtbR4YRCx18kvEUAtw,Semper Fi Roofing Specialists,(936) 443-0329,"9393 Fostoria Rd, Cleveland, TX 77328, USA",,https://www.semperfirs.com/,4.8,22,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJHdF1ZZnNQIYR9kw82HtcNuA,Texas Elite Commercial Roofing,(832) 734-6905,"17350 TX-249 #220, Houston, TX 77064, USA",,https://texaselitecommercialroofing.com/,5,13,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJNZe_I6ZSR4YRAEzClFRp_DI,Four Star Roofing,(281) 359-7663,"1962 Northpark Dr Ste A, Kingwood, TX 77339, USA",,https://www.4starroofing.com/,4.5,89,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJp54GHgDLQIYR8YntpUMOma4,3C Roofing Company LLC,(281) 836-6868,"1525 Lakeville Dr Ste 200, Kingwood, TX 77339, USA",,http://www.3croofing.com/,4.5,36,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJn5yOxWysQIYRNLC2p8ef6F8,FSR Services,(281) 984-5032,"7018 Bender Rd, Humble, TX 77396, USA",,https://www.fsrservices.com/roofing-humble-tx/,4.7,92,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJ764qJBFiVw8RxlU9AAoft_Q,Complete Commercial Roofing,(713) 766-6043,"12510 Cardinal Meadow Dr, Sugar Land, TX 77478, USA",,https://www.completecommercialroofing.com/sugar-land/,5,17,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJq-yME2HNQIYR23nJ0GwGyR0,ASC - A Affordable Roofing Services,(832) 534-8836,"12411 Campos Dr, Houston, TX 77065, USA",,https://www.aaffordableroofing.com/,4.7,56,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJZYK4Dqfp2gMR5ur2Je3Jfb4,Tegridy Roofing,(281) 380-8380,"14856 Prickly Pear Cv, Magnolia, TX 77354, USA",,https://tegridyroofing.com/,5,14,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJd4oMbpQ9R4YRBiX2SfK7CD4,Entrusted Roofing,(832) 458-7232,"399 Black Walnut Dr, Conroe, TX 77304, USA",,http://www.entrustedroofing.com/,4.8,20,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJRWbXYj85R4YRx1TBWxxlkNU,Texas Co,(936) 537-5533,"218 S Main St, Conroe, TX 77301, USA",,http://www.petrossroofing.com/,4.8,16,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJnSp7POFMR4YRkrYcmzzw_Ss,Ben Diaz Roofing,(281) 540-7270,"25397 Lamar Ln, Porter, TX 77365, USA",,http://www.bendiazroofing.com/,4.6,33,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJG_0m9sxLP4YRZzHIliWpidk,Veteran Roofing & Construction,(936) 213-6939,"1002 Woods Dr, Liberty, TX 77575, USA",,https://www.veteranroofingconstruction.com/liberty-tx/,5,12,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJ8ahe7nqhQIYRxKpD-dmsDLQ,Image Roofing Company,(281) 479-7111,"2318 Center St suite 200-a, Deer Park, TX 77536, USA",,http://imageconstruction.net/,4.7,71,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJAbeHH0YPqYwRWm6I9yLyPdY,Complete Commercial Roofing,(281) 957-8108,"16600 Farm to Market Rd 2354, Baytown, TX 77523, USA",,https://www.completecommercialroofing.com/mont-belvieu/,5,19,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJfZ11_q5bP4YRbApJH_QRwcc,Sunshield Coating and Roofing,(281) 607-4240,"8608 TX-146 #300, Baytown, TX 77523, USA",,http://sunshieldcoatingroofing.com/,4.9,18,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJVXPdBj0lZCoR_Hu-L8AptGA,CW Roofing & Construction,(281) 925-7663,"4819 Pineloch Byu Dr, Baytown, TX 77523, USA",,https://cwroofingservices.com/,5,19,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJp4nDptuhQIYRpnSCO1vfSs0,Virani Roofing Service,(281) 200-0401,"409 Sheldon Rd, Channelview, TX 77530, USA",,https://ironnestco.com/,5,10,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJh7e8l1RFP4YRMWQbylFbHHU,Eagles Nest Roofing LLC,(713) 817-3119,"13934 Red River Dr, Baytown, TX 77523, USA",,https://www.eaglesnestroofing.com/,5,14,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJUUL3wZAL7CERbCykh2py7yg,Roof Pros & Remodeling,(713) 824-9561,"9027 Hollock St, Houston, TX 77075, USA",,http://www.roofprosremodeling.com/,5,11,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJyYRi0up0NE8RJ1_NcylstQ0,Coronado Roofing & Renovation,(713) 859-2526,"12103 Braesridge Dr, Houston, TX 77071, USA",,https://coronadoroofingtx.com/,5,23,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJS8Ejz77tQIYRD8RXrs5oO0Y,Houston Roof Claims,(832) 536-6163,"2705 Greenblade Ct, Pearland, TX 77584, USA",,https://houstonroofclaims.com/,5,15,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJLaYgjVlHOYYRTP49w_dQfss,Watts Roofing LLC,(979) 798-9288,"11200 Broadway St Ste 2743, Pearland, TX 77584, USA",,https://www.wattsroof.com/,4.6,46,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJpWJHFBTrQIYR_z0F1LvG7i4,Roofworks Houston,(346) 302-2800,"5806 Melanite Ave, Houston, TX 77053, USA",,http://www.roofworkshtx.com/,5,16,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJI-X0cBOjQIYRkFJxv67iWsY,Roof Fix Houston,(713) 904-3904,"2626 S Loop W Ste 632, Houston, TX 77054, USA",,https://www.rooffixhouston.com/,4.6,99,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJbdK_IC4eQYYRcUNao41a4lI,Ameristar Roofing & Restoration,(281) 238-4230,"2141 McCrary Rd TRLR 2, Richmond, TX 77406, USA",,https://www.ameristarroofing.com/,4.5,53,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJcXeXfKodQYYR23-aa4o2o9A,US Roof,(281) 239-7447,"5012 Whitewing Dr, Richmond, TX 77469, USA",,https://us-roof.com/,5,11,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJc4_v4mfiQIYR0MtutAkX_pI,"Beinert Roofing & Restoration, LLC",(832) 449-3247,"510 Walsh Rd, Rosenberg, TX 77471, USA",,https://beinertroofing.com/roofing-company-rosenberg-tx/,4.7,52,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJW2EszIg9QYYRfIFSR9x2rDA,Rock & Refuge Roofing,(832) 966-7187,"32126 Hunt Rd Suite 308, Brookshire, TX 77423, USA",,https://rockrefugeroofing.com/,5,10,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJlZfk_cAv2YgR9y82vm0xGew,Roof Repair Services of Brookshire,(281) 973-7662,"5100 US-90, Brookshire, TX 77423, USA",,https://roofrepair.day/brookshire-roof-repair/,5,12,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJOXMyqbkfPggReMgwtnfKIvo,Chadwick Residential,(281) 608-9512,"31390 Farm to Market 2920 A103 PMB 1011, Waller, TX 77484, USA",,http://chadwickresidential.org/,5,13,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJlVYuq0G1RoYRodDFLwJYsS8,"Texas Premier Residential Services, LLC",(713) 805-9559,"220 10th St, Hempstead, TX 77445, USA",,https://texaspremierresidential.com/,5,14,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJw-jVj_-_RoYRinHJu3OeiR4,Schulte Roofing,(936) 825-3690,"10842 Hwy 6, Navasota, TX 77868, USA",,https://www.schulteroofing.com/,4.7,80,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJG1zzQwCVRoYRum146utq47s,Blue Finn Roofing and Construction,(979) 777-1808,"301 Duke St B, Navasota, TX 77868, USA",,http://www.bluefinnroofingandconstruction.com/,5,18,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJTWN3uc8pR4YRKDTFY34GYhk,Hurricane Roofing Group,(832) 907-4510,"744 Goodson Loop Ste B1, Pinehurst, TX 77362, USA",,http://www.hurricaneroofing.net/,5,15,OPERATIONAL,False,,,,,,,18,0.0,10.8,google_places,2026-08-28
ChIJBZo-rA3FQIYRWGfsDfCB-VI,Ideal Roofing,(713) 896-1122,"9535 Clay Rd, Houston, TX 77080, USA",,http://www.idealroofingservices.com/,4.6,151,OPERATIONAL,False,,,,,,,15,0.0,9.0,google_places,2026-08-28
ChIJi1HoWLYzR4YRpuK5ucSfjWI,Proper Roofing,(832) 554-7830,"7108 Old Katy Rd #150, Houston, TX 77024, USA",,http://www.properroof.com/,4.7,675,OPERATIONAL,False,,,,,,,15,0.0,9.0,google_places,2026-08-28
ChIJX1EdkmeQRoYRLQPNXNVDmIs,Lone-Star Roof Systems,(800) 317-1939,"18476 State Hwy 6 S, College Station, TX 77845, USA",,http://www.lonestarroofsystems.com/,4.6,119,OPERATIONAL,False,,,,,,,15,0.0,9.0,google_places,2026-08-28
ChIJFVnrzixEQYYRdsrmJq-HrPg,Houser Roofing,(979) 472-9176,"201 2nd St, Sealy, TX 77474, USA",,http://www.houserroofingtx.com/,4.7,140,OPERATIONAL,False,,,,,,,15,0.0,9.0,google_places,2026-08-28
ChIJOUhw-X8nQYYR6gTrcTFeIyI,Remedy Roofing,(281) 391-8555,"1626 Avenue D, Katy, TX 77493, USA",,https://remedyroofing.com/,4.6,432,OPERATIONAL,False,,,,,,,15,0.0,9.0,google_places,2026-08-28
ChIJyxSQSGw3R4YRNoVPjHe3VRE,Elite Roofing LLC,(713) 804-7663,"21 Waterway Ave Ste 300, The Woodlands, TX 77380, USA",,https://www.eliteroofpro.com/areas-we-serve/leading-roofer-in-houston,5,62,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ1YUeNtk1R4YRpe1IjypI6VY,The Roof Guys,(281) 895-8011,"28100 Robinson Rd Ste. F, Conroe, TX 77385, USA",,https://thebestroofguys.com/,4.8,82,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJTWnLHl3MQIYRjX2X2Pdq3yY,Klindworth Roofing,(832) 832-1661,"2001 Timberloch Pl #500, The Woodlands, TX 77380, USA",,https://klindworthroofing.com/,5,53,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJleVILRy2QIYRypLlVSi--3c,Optimum Roofing Solutions,(713) 281-6060,"21 Waterway Ave Ste 300, The Woodlands, TX 77380, USA",,https://www.optimumroofingsolutions.com/,4.9,40,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJYXbuVSM0R4YRUEWuxjTxGY0,Value Roofing LLC,(832) 899-0424,"594 Sawdust Rd Ste 312, The Woodlands, TX 77380, USA",,http://www.valueroofingcontractor.com/,5,67,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJJy6Hk3k1R4YRIJcSOw5SGMU,HHH Roofing & Construction,(832) 458-1602,"22728 Acorn Valley Dr, Spring, TX 77389, USA",,http://hhhroofing.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,5,69,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJd4ZPg8bMQIYRmJwwo_7zuRE,North American Roofing Company,(281) 377-5867,"19923 Stuebner Airline Rd #B, Spring, TX 77379, USA",,https://roofingnorthamerica.com/,4.9,89,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ4wkM-v5Qz2IRfVsFdqDcC2A,SJM Roofing,(281) 734-2648,"602 Crestwood Dr, Shenandoah, TX 77381, USA",,http://sjmroofingandremodel.com/,5,30,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJg6g5YyI1R4YR2xU3V7CGt2k,Elevated Roof Solutions,(832) 727-1164,"2219 Sawdust Rd Ste 1904, The Woodlands, TX 77380, USA",,https://elevatedroofsolutions.com/,5,40,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ6ZB9bAeeMC4RwYcL6W6bZYg,Mend Roofing - Spring,(281) 305-3162,"24624 Interstate 45 200, Spring, TX 77386, USA",,https://www.mendroofing.com/spring/?utm_source=google&utm_medium=organic&utm_campaign=gbp,5,35,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJlb6zhT1h6GcR2R7t2bx-4BY,Texas Roof and Remodel,(346) 581-7272,"3822 Cypress Key Dr, Spring, TX 77388, USA",,https://texasroofandremodel.com/,5,92,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJl5mSsrCbQIYRHvMkQe356BA,Roof Right Now Houston,(832) 465-3317,"2 Kendrick Pines Blvd, Spring, TX 77389, USA",,https://houston.roofrightnow.com/,4.9,83,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJdWWhIr9LR4YRWc3sR3WqSCM,Reliable Roofing & Restoration,(346) 447-6566,"3406 Cactus Creek Dr, Spring, TX 77386, USA",,https://www.reliableroofingrestoration.com/best-roofing-contractor-spring-tx/,5,62,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ12F4OKQ1R4YRNzvXijRVGM0,Storm Guard Roofing of Spring,(713) 338-9239,"25003 Pitkin Rd Ste D-200, Spring, TX 77386, USA",,https://www.stormguardrc.com/tx/spring/?utm_source=gbp&utm_medium=organic,4.9,98,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJD65-p1zBQIYRPMLb-Tf81y4,Certified Commercial Roofing,(713) 355-4868,"3200 Southwest Fwy #3300, Houston, TX 77027, USA",,https://certifiedhoustonroofer.com/?utm_source=google-map&utm_campaign=gmb&utm_medium=organic,4.8,43,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJeTw60l6k14URUBYiCyjdW9o,Complete Commercial Roofing,(713) 940-6115,"920 Memorial City Way, Houston, TX 77024, USA",,https://www.completecommercialroofing.com/,5,25,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJadotvPpLR4YRvaKPvUxbdTI,Abbott Roofing Company,(936) 209-7007,"12803 Sunshine Pk Dr S, Willis, TX 77318, USA",,https://www.abbottroofing.com/,4.9,86,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJX6aHfKY-R4YRuseOrHFj7yk,Discount Roofing,(936) 756-1170,"1110 N Loop 336 W #220, Conroe, TX 77301, USA",,https://discount-roofing.com/roofing-contractor-in-conroe-tx-service-area/,5,94,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJd6lvsZjZQIYRYAlWqrDXWOA,New Image Construction and Roof Pros,(936) 441-1190,"3009 N Frazier St, Conroe, TX 77303, USA",,http://newimageroofpros.com/,4.9,81,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJh_xyaZU9R4YRtaJEFCfTZC8,"Inman Roofing & Contracting Services, LLC",(936) 463-5200,"10043 E Shore Dr, Willis, TX 77318, USA",,http://inman-roofing.com/,5,45,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJM0vJUHUzR4YR3Nud1Jh7en4,Restoration Roofing & Remodeling LLC,(832) 639-8756,"6902 Farm to Market 2920 Ste 2, Spring, TX 77379, USA",,http://www.restorationroofingremodeling.com/,4.9,77,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJtzIITQE1R4YR4EKPUM_UHIk,Hellenic Roofing & Construction,(832) 704-2817,"13843 Hwy 105 W #212, Conroe, TX 77304, USA",,https://www.hellenicroofing.com/,4.9,69,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
ChIJ2VlxKtQxR4YR1TgaU6mJdp0,Mighty Dog Roofing of The Woodlands,(713) 417-8082,"5523 FM 1488 e, Magnolia, TX 77354, USA",,https://www.mightydogroofing.com/the-woodlands-tx,4.9,36,OPERATIONAL,False,,,,,,,13,0.0,7.8,google_places,2026-08-28
